orgName,siteName,siteId,monitorBrand,monitorType,monitorName,monitorId,assetType,assetModel,assetSn,dcSize,acSize,diagnoId,installDate,faultCode,faultName,faultStartdate,faultEnddate,
Lachlan Shire Council,Lake WTP,47ac9316-ab36-401d-bdd0-874722497945,solarAnalytics,Third-Party,NaN,NaN,Smart Meter,NaN,NaN,240,NaN,293028,NaN,L1F002,Generation Clipping,2023/02/21,2023/02/25,
Lachlan Shire Council,Lake WTP,47ac9316-ab36-401d-bdd0-874722497945,solarAnalytics,Third-Party,NaN,NaN,Smart Meter,NaN,NaN,240,NaN,293028,NaN,L1F012,Night-Time Generation,2023/06/07,2023/06/11,
Lachlan Shire Council,Lake WTP,47ac9316-ab36-401d-bdd0-874722497945,solarAnalytics,Third-Party,NaN,NaN,Smart Meter,NaN,NaN,240,NaN,293028,NaN,L1F012,Night-Time Generation,2023/04/17,2023/04/22,
Lake Macquarie City Council,Depot Trades Building,9662e287-e417-4e7c-af47-abd2568f44ca,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,78.12,NaN,0001c02a2a1b,NaN,L1F011,Non-Zero Tripping,2022/11/05,2022/11/12,
Lake Macquarie City Council,Depot Trades Building,9662e287-e417-4e7c-af47-abd2568f44ca,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,78.12,NaN,0001c02a2a1b,NaN,L1F002,Generation Clipping,2022/11/05,2022/11/11,
City of Canada Bay Council,Drummoyne EPAB,1155526,sungrow,Proprietary,Drummoyne EPAB,1155526_1_1_1,Inverter,SG15RT,A2180337821,15,15000,1155526_1_1_1,2022-07-12 15:03:07,L1F004,Recurring Underperformance,2023/05/19,2023/05/24,
City of Canada Bay Council,Drummoyne EPAB,1155526,sungrow,Proprietary,Drummoyne EPAB,1155526_1_1_1,Inverter,SG15RT,A2180337821,15,15000,1155526_1_1_1,2022-07-12 15:03:07,L1F011,Non-Zero Tripping,2022/11/17,2022/11/21,
City of Canada Bay Council,Drummoyne Oval Greg Davis,1153572,sungrow,Proprietary,Drummoyne oval Greg Davis,1153572_1_1_1,Inverter,SG20RT,A2190903866,20,20000,1153572_1_1_1,2022-06-30 12:17:27,L1F011,Non-Zero Tripping,2022/07/27,2022/08/01,
City of Canada Bay Council,Drummoyne EPAB,1155526,sungrow,Proprietary,Drummoyne EPAB,1155526_1_1_1,Inverter,SG15RT,A2180337821,15,15000,1155526_1_1_1,2022-07-12 15:03:07,L1F002,Generation Clipping,2022/07/27,2022/08/01,
Property NSW,Dubbo - Brisbane Street,22121024,fimer,Proprietary,Dubbo - Brisbane Street,22181898,Inverter,TRIO-TM-50.0-400,115958-3P54-0618,41.04,50000,22181898,2019-08-13 7:00:00,L1F011,Non-Zero Tripping,2022/02/08,2022/02/14,
Property NSW,Dubbo - Brisbane Street,22121024,fimer,Proprietary,Dubbo - Brisbane Street,22181898,Inverter,TRIO-TM-50.0-400,115958-3P54-0618,41.04,50000,22181898,2019-08-13 7:00:00,L1F003,Zero Generation,2022/06/16,2022/08/31,
Property NSW,Dubbo - Carrington Street,22121120,fimer,Proprietary,Dubbo - Carrington Street,25554765,Inverter,TRIO 20.0 TL OUTD,126406-3M44-0518,25.08,20000,25554765,2019-08-14 7:00:00,L1F002,Generation Clipping,2022/11/28,2022/12/02,
Property NSW,Dubbo - Carrington Street,22121120,fimer,Proprietary,Dubbo - Carrington Street,25554675,Inverter,TRIO 20.0 TL OUTD,140934-3M44-0418,25.08,20000,25554675,2019-08-14 7:00:00,L1F002,Generation Clipping,2022/12/24,2022/12/27,
Campbelltown City Council,Eagles Nest ELC,44f8618f-8eaf-4149-99a3-bb04d22e6909,solarAnalytics,Third-Party,Eagles nest ELC,300720,Smart Meter,NaN,NaN,20,NaN,300720,NaN,L1F002,Generation Clipping,2022/11/17,2022/11/26,
Inner West Council,Fanny Durack Aquatic Centre,ede145b2-f36c-4c0f-8805-1917ef009128,wattwatchers,Third-Party,Fanny Durack Main Switchboard,DDF4108187030,Smart Meter,NaN,NaN,11,NaN,X3AO-6QT3-6L55-AWKT,NaN,L1F002,Generation Clipping,2022/11/17,2022/11/26,
Inner West Council,Fanny Durack Aquatic Centre,ede145b2-f36c-4c0f-8805-1917ef009128,wattwatchers,Third-Party,Fanny Durack Main Switchboard,DDF4108187030,Smart Meter,NaN,NaN,11,NaN,X3AO-6QT3-6L55-AWKT,NaN,L1F004,Recurring Underperformance,2022/06/11,2022/06/19,
Inner West Council,Fanny Durack Aquatic Centre,ede145b2-f36c-4c0f-8805-1917ef009128,wattwatchers,Third-Party,Fanny Durack Main Switchboard,DDF4108187030,Smart Meter,NaN,NaN,11,NaN,X3AO-6QT3-6L55-AWKT,NaN,L1F009,Winter Underperformance,2022/01/01,2022/12/31,
City of Canada Bay Council,Five Dock Depot,e3d4dc8e-716e-434f-84f4-b71b4d3dbd88,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,24.6,NaN,0001c02a5825,NaN,L1F002,Generation Clipping,2022/11/17,2022/11/26,
City of Canada Bay Council,Five Dock Depot,e3d4dc8e-716e-434f-84f4-b71b4d3dbd88,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,24.6,NaN,0001c02a5825,NaN,L1F004,Recurring Underperformance,2022/06/08,2022/06/15,
City of Canada Bay Council,Five Dock Depot,e3d4dc8e-716e-434f-84f4-b71b4d3dbd88,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,24.6,NaN,0001c02a5825,NaN,L1F000,No Data,2022/01/01,2023/06/05,
City of Canada Bay Council,Five Dock Leisure Centre,8a0be9ca-143b-459a-9c3c-bde9aae0ed98,solarAnalytics,Third-Party,Five Dock Leisure Centre,330135,Smart Meter,NaN,NaN,36,NaN,330135,NaN,L1F004,Recurring Underperformance,2023/05/19,2023/05/24,
Property NSW,Forbes - Camp Street,7946e7f6-864b-40b6-9c06-270515370c5b,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,16.56,NaN,3SVK-QUHG-JL3A-B79O,NaN,L1F004,Recurring Underperformance,2023/01/03,2023/01/11,
Newcastle City Council,Fort Scratchley Function Centre,5a055310-7b03-42d7-bcd2-9d276090ce5f,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,15.33,NaN,0001c02d36eb,NaN,L1F004,Recurring Underperformance,2023/02/04,2023/02/08,
Inner West Council,Foster Street Family Day Care,71b39d05-0351-426f-b869-ce3cc9f929c0,wattwatchers,Third-Party,Foster Street Family Day Care,DD24108189312,Smart Meter,NaN,NaN,1.05,NaN,SNGL-U1OH-RC8R-W8EH,NaN,L1F004,Recurring Underperformance,2022/11/17,2022/11/26,
Inner West Council,Foster Street Family Day Care,71b39d05-0351-426f-b869-ce3cc9f929c0,wattwatchers,Third-Party,Foster Street Family Day Care,DD24108189312,Smart Meter,NaN,NaN,1.05,NaN,SNGL-U1OH-RC8R-W8EH,NaN,L1F004,Recurring Underperformance,2022/06/06,2022/06/13,
Manage Meant,Glass House,06dfb314-2b00-4108-9051-d12636f6025e,fronius,Proprietary,Glass house,98c8e587-5be1-4094-8f8e-532356369033,Inverter,FRONIUS Eco 27.0-3-S,33562294,27,27000,98c8e587-5be1-4094-8f8e-532356369033,2023-02-21 0:02:21,L1F004,Recurring Underperformance,2023/03/05,2023/03/09,
Property NSW,Glen Innes - 358-374 Grey St,51d0f11d-55ff-4e64-bc97-52f817801546,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,39.56,NaN,RT0P-YVZN-BAGV-BIA9,NaN,L1F002,Generation Clipping,2022/01/10,2022/01/17,
Property NSW,Glen Innes - 358-374 Grey St,51d0f11d-55ff-4e64-bc97-52f817801546,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,39.56,NaN,RT0P-YVZN-BAGV-BIA9,NaN,L1F004,Recurring Underperformance,2022/06/23,2022/06/28,
Ku-ring-gai Council,Gordong Golf Course STP,2085016,sma,Proprietary,Gordon Golf Course STP,2085036,Inverter,STP 25000TL-30,1901297969,29.05,25000,987654356,2019-10-01 0:00:00,L1F004,Recurring Underperformance,2022/12/23,2022/12/28,
Ku-ring-gai Council,Gordon Library,5424291,sma,Proprietary,Gordon Library,5543079,Inverter,STP 15000TL-10,2110624589,19.56,15000,5543079,2020-07-16 0:00:00,L1F002,Generation Clipping,2022/11/17,2022/11/26,
Ku-ring-gai Council,Gordon Library,5424291,sma,Proprietary,Gordon Library,5543077,Inverter,STP 25000TL-30,1900761507,32.6,25000,5543077,2020-07-16 0:00:00,L1F011,Non-Zero Tripping,2022/11/05,2022/11/10,
Central Coast LHD,Gosford Hospital - Building 4,02ed3900-5c12-4b67-8e86-32f78c60abc3,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,37.72,NaN,EDT2-D49U-OTD6-YVYC,NaN,L1F004,Recurring Underperformance,2022/06/04,2022/06/19,
Central Coast LHD,Gosford Hospital - Building 4,02ed3900-5c12-4b67-8e86-32f78c60abc3,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,37.72,NaN,EDT2-D49U-OTD6-YVYC,NaN,L1F002,Generation Clipping,2022/11/17,2022/11/26,
Central Coast LHD,Gosford Hospital - Building 5,8aab7b97-8e7b-47c6-ae13-d33cbcdc8a18,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,24.84,NaN,F1K6-RJE0-Y845-QACF,NaN,L1F004,Recurring Underperformance,2022/06/04,2022/06/17,
Central Coast LHD,Gosford Hospital - Building 5,8aab7b97-8e7b-47c6-ae13-d33cbcdc8a18,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,24.84,NaN,F1K6-RJE0-Y845-QACF,NaN,L1F000,No Data,2022/08/01,2022/11/04,
Central Coast LHD,Gosford Hospital - Health Services,7557f10f-2a28-488a-8aa7-eccac11aa5d4,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,63.94,NaN,WLRI-AFL1-NSYR-3N9I,NaN,L1F002,Generation Clipping,2022/11/17,2022/11/26,
Central Coast LHD,Gosford Hospital - Main Building,f7925b7b-c55d-40e5-a2ce-8f9cb57434a7,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,836.28,NaN,7RM1-94FA-RVND-2QOV,NaN,L1F000,No Data,2022/06/20,2022/11/04,
Central Coast LHD,Gosford Hospital - Stephen Street,66700c47-acc2-4126-95d7-87b578d6f969,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,99.82,NaN,TWIG-JNDC-BM31-0LVH,NaN,L1F004,Recurring Underperformance,2022/06/09,2022/06/14,
Property NSW,Goulburn - 159 Auburn Street,22120883,fimer,Proprietary,Goulburn - 159 Auburn Street,22135464,Inverter,TRIO-TM-50.0-400,115954-3P54-0618,54.72,50000,22135464,2019-06-19 0:00:00,L1F011,Non-Zero Tripping,2022/12/08,2022/12/16,
Property NSW,Goulburn - 159 Auburn Street,22120883,fimer,Proprietary,Goulburn - 159 Auburn Street,22135464,Inverter,TRIO-TM-50.0-400,115954-3P54-0618,54.72,50000,22135464,2019-06-19 0:00:00,L1F004,Recurring Underperformance,2022/04/14,2022/04/18,
Property NSW,Grafton - 49 Victoria Street,22121183,fimer,Proprietary,Grafton - 49 Victoria Street,22243104,Inverter,TRIO 20.0 TL OUTD,126386-3M44-0518,38.76,20000,22243104,2019-07-28 7:00:00,L1F011,Non-Zero Tripping,2022/11/15,2022/11/19,
Campbelltown Council,Ingleburn Library,8660450,fimer,Proprietary,Campbelltown Ingleburn CC Library,8937329,Inverter,TRIO 27.6 TL OUTD,752023-3M22-0915,34.61,27600,8937329,2015-12-17 8:00:00,L1F000,No Data,2022/02/01,2022/07/01,
Campbelltown Council,Ingleburn Library,8660450,fimer,Proprietary,Campbelltown Ingleburn CC Library,11165759,Inverter,TRIO 20.0 TL OUTD,140660-3M44-3712,25.08,20000,11165759,2015-12-17 8:00:00,L1F011,Non-Zero Tripping,2022/11/21,2022/11/26,
Property NSW,Griffith - 110 Banna Avenue,22121018,fimer,Proprietary,Griffith - 110 Banna Avenue,22179934,Inverter,TRIO 27.6 TL OUTD,132180-3M22-0718,34.2,27600,22179934,2020-02-27 8:00:00,L1F001,Generation Tripping,2022/02/12,2022/02/21,
Property NSW,Griffith - 110 Banna Avenue,22121018,fimer,Proprietary,Griffith - 110 Banna Avenue,22180004,Inverter,TRIO 27.6 TL OUTD,126622-3M22-0518,34.2,27600,22180004,2020-02-27 8:00:00,L1F001,Generation Tripping,2022/07/10,2022/07/10,
Property NSW,Griffith - 110 Banna Avenue,22121018,fimer,Proprietary,Griffith - 110 Banna Avenue,22180004,Inverter,TRIO 27.6 TL OUTD,126622-3M22-0518,34.2,27600,22180004,2020-02-27 8:00:00,L1F011,Non-Zero Tripping,2022/11/28,2022/12/04,
Property NSW,PNSW - 7 Whybrow St Griffith,a8810080-5323-4326-a7cd-801cd9676d6c,fronius,Proprietary,PNSW - 7 Whybrow St Griffith,6923648e-16e0-43a6-b630-31138292836b,Inverter,Fronius Symo 17.5-3-M,32014506,17.5,17500,6923648e-16e0-43a6-b630-31138292836b,2021-11-17 0:00:00,L1F004,Recurring Underperformance,2023/04/20,2023/04/27,
Property NSW,PNSW - 7 Whybrow St Griffith,a8810080-5323-4326-a7cd-801cd9676d6c,fronius,Proprietary,PNSW - 7 Whybrow St Griffith,6923648e-16e0-43a6-b630-31138292836b,Inverter,Fronius Symo 17.5-3-M,32014506,17.5,17500,6923648e-16e0-43a6-b630-31138292836b,2021-11-17 0:00:00,L1F000,No Data,2023/03/05,2023/04/01,
Property NSW,Gunnedah - 35 Abbott Street,22002733,fimer,Proprietary,Gunnedah - 35 Abbott Street,22228666,Inverter,TRIO 20.0 TL OUTD,131971-3M44-3716,24.83,20000,22228666,2020-02-21 0:00:00,L1F002,Generation Clipping,2023/01/03,2023/01/08,
Campbelltown Council,HJ Library,31eddc01-e915-4e48-912e-705d54246a29,sma,Proprietary,Campbelltown Council HJLibrary,4cb44bec-fc55-4e43-91ab-40ee941a08e7,Inverter,STP 25000TL-30,1900767573,33.12,25000,4cb44bec-fc55-4e43-91ab-40ee941a08e7,2016-11-09 0:00:00,L1F002,Generation Clipping,2022/11/20,2022/11/26,
Campbelltown Council,HJ Library,31eddc01-e915-4e48-912e-705d54246a29,sma,Proprietary,Campbelltown Council HJLibrary,79ee7c8c-c2c5-4f33-b0da-65140cd57239,Inverter,STP 25000TL-30,1900767853,33.12,25000,79ee7c8c-c2c5-4f33-b0da-65140cd57239,2016-11-09 0:00:00,L1F003,Zero Generation,2022/11/17,2022/11/26,
Campbelltown Council,Namut ELC,13bad291-8e21-4e10-9eb7-6996f8a5a1ad,fronius,Proprietary,Namut ELC,cfaf0a55-3253-481e-af81-7fb57fac7325,Inverter,Fronius Primo 5.0-1,32320810,5,5000,cfaf0a55-3253-481e-af81-7fb57fac7325,2022-01-07 1:22:46,L1F004,Recurring Underperformance,2022/8/6,2022/8/8,
Campbelltown Council,Namut ELC,13bad291-8e21-4e10-9eb7-6996f8a5a1ad,fronius,Proprietary,Namut ELC,91e4d997-1585-463d-b141-5834f04ebe4d,Inverter,Fronius Primo 8.2-1,32201985,8.2,8200,91e4d997-1585-463d-b141-5834f04ebe4d,2022-01-07 1:22:46,L1F004,Recurring Underperformance,2022/8/6,2022/8/8,
Inner West Council,Hannaford Centre,14353c4c-2d03-4a56-b300-33dee9009fb3,wattwatchers,Third-Party,Hannaford Centre,DD44108187184,Smart Meter,NaN,NaN,2.88,NaN,RU8O-DBO7-8MR9-XROX,NaN,L1F004,Recurring Underperformance,2022/06/08,2022/06/15,
Northern Sydney LHD,Hornsby Hospital-Hope Building,71ef4f37-9e93-4579-8ad4-ca6255a4e573,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,185.4,NaN,0Z52-1C67-4N0R-1OI6,NaN,L1F012,Night-Time Generation,2022/06/06,2022/06/17,
Northern Sydney LHD,Hornsby Hospital-Mental Health Building,df8c7535-0fa5-40be-b70d-31ad8e4b25fa,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,270,NaN,GK00-0V31-IEB2-ZAVM,NaN,L1F002,Generation Clipping,2022/11/17,2022/11/26,
Property NSW,PNSW Inverell,cdac838e-c7ff-4723-96bd-a80c1f4b821e,fronius,Proprietary,PNSW Inverell,2bcc24d1-70be-4acd-af25-a2b8faa0220e,Inverter,FRONIUS Eco 27.0-3-S,30465788,27,27000,2bcc24d1-70be-4acd-af25-a2b8faa0220e,2020-06-24 0:00:00,L1F011,Non-Zero Tripping,2023/03/30,2023/04/06,
Inner West Council,Jimmy Little CC,ad8e219a-a233-4b73-b155-bf323f3e8715,wattwatchers,Third-Party,Jimmy Little CC,DD94108187014,Smart Meter,NaN,NaN,2.16,NaN,2CQC-3H2V-Y6QJ-X041,NaN,L1F004,Recurring Underperformance,2022/06/06,2022/06/17,
Hunter New England LHD,John Hunter Hospital,3c6b6921-8d26-484c-ba43-5b5c8c1d9299,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,2399.4,NaN,2YFY-FITD-R13T-ASZH,NaN,L1F012,Night-Time Generation,2022/02/14,2022/02/18,
Inner West Council,Leichhardt Children's Centre,c9fcf61f-c1a9-48d8-b2bb-c843dbd69119,wattwatchers,Third-Party,Leichhardt Children's Centre Solar,DD14108188549,Smart Meter,NaN,NaN,6.6,NaN,ZARX-24ND-ZETM-60NB,NaN,L1F004,Recurring Underperformance,2022/06/04,2022/06/17,
Inner West Council,Leichhardt Oval No.1,8659a423-4159-4b11-a43c-c246c2cf0b3c,wattwatchers,Third-Party,Leichhardt oval no.1,DD04108193624,Smart Meter,NaN,NaN,9.88,NaN,NI9Y-U61Q-L9R0-OO5O,NaN,L1F004,Recurring Underperformance,2022/06/06,2022/06/15,
Inner West Council,Leichhardt Park CC,b3d272b7-c9f5-409d-b1f6-2b552eef4210,wattwatchers,Third-Party,Leichhardt park children's centre,DD24108192918,Smart Meter,NaN,NaN,6.6,NaN,YD4V-2XCP-SRJF-Q71W,NaN,L1F002,Generation Clipping,2022/11/17,2022/11/26,
Inner West Council,Leichhardt Park CC,b3d272b7-c9f5-409d-b1f6-2b552eef4210,wattwatchers,Third-Party,Leichhardt park children's centre,DD24108192918,Smart Meter,NaN,NaN,6.6,NaN,YD4V-2XCP-SRJF-Q71W,NaN,L1F004,Recurring Underperformance,2023/05/01,2023/05/06,
Inner West Council,Leichhardt Town Hall,f17b5190-5afe-45d5-9360-d4aa5b688a51,wattwatchers,Third-Party,Leichhardt town hall,DDB4108187008,Smart Meter,NaN,NaN,20.09,NaN,BOPQ-75B2-AIOH-HTPZ,NaN,L1F004,Recurring Underperformance,2022/06/06,2022/06/10,
Mid North Coast LHD,Macksville hospital,db8c265a-676c-4762-91d2-3c76bbbd0c83,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,200.8,NaN,0PPR-4I4O-5U6N-AHRZ,NaN,L1F002,Generation Clipping,2022/11/11,2022/11/25,
Inner West Council,Marrickville Town Hall - Hall,f46ebaf9-a2ef-4df3-b52d-2af52e638f0e,wattwatchers,Third-Party,Marrickville Town Hall (Hall),DD44108110747,Smart Meter,NaN,NaN,14.625,NaN,8WUY-9J2D-NYHD-HY64,NaN,L1F002,Generation Clipping,2022/11/05,2022/11/10,
Inner West Council,Marrickville Town Hall - Hall,f46ebaf9-a2ef-4df3-b52d-2af52e638f0e,wattwatchers,Third-Party,Marrickville Town Hall (Hall),DD44108110747,Smart Meter,NaN,NaN,14.625,NaN,8WUY-9J2D-NYHD-HY64,NaN,L1F004,Recurring Underperformance,2022/06/08,2022/06/16,
Inner West Council,Marrickville Town Hall - Library,e4bac0c8-6cce-44ad-b5c3-5a0500be4008,wattwatchers,Third-Party,MarrickvilleTown Hall (Library),DD74108187024,Smart Meter,NaN,NaN,14.63,NaN,4F9N-B1DP-JNML-1FFO,NaN,L1F002,Generation Clipping,2022/11/17,2022/11/26,
Lake Macquarie City Council,Masonic Hall,4e45e601-6150-4839-a132-81342a6eeb2d,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,15.2,NaN,b827ebc36dbf,NaN,L1F011,Non-Zero Tripping,2022/11/05,2022/11/12,
Lake Macquarie City Council,Masonic Hall,4e45e601-6150-4839-a132-81342a6eeb2d,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,15.2,NaN,b827ebc36dbf,NaN,L1F004,Recurring Underperformance,2023/06/14,2023/06/19,
Inner West Council,May Murray ELC,5a66195b-2301-46df-a9e3-79fa5432dd7c,wattwatchers,Third-Party,May Murray ELC,DDF4108189253,Smart Meter,NaN,NaN,5.28,NaN,2ZVN-HJT3-R0U9-ZAG8,NaN,L1F004,Recurring Underperformance,2022/06/08,2022/06/16,
Inner West Council,Mervyn Fletcher Hall,203ab2a5-56e7-4304-a1ad-080670d487dd,wattwatchers,Third-Party,Mervyn Fletcher Hall,DD14108186964,Smart Meter,NaN,NaN,6,NaN,PUMS-X5Z2-LZ5B-46VT,NaN,L1F002,Generation Clipping,2022/11/17,2022/11/26,
Property NSW,Moree - 68 Frome Street,21988081,fimer,Proprietary,Moree - 68 Frome Street,28594989,Inverter,PVS-50-TL,132198-3P74-2619,64.98,50000,28594989,2020-02-18 8:00:00,L1F004,Recurring Underperformance,2022/06/13,2022/06/25,
Property NSW,Moree - 68 Frome Street,21988081,fimer,Proprietary,Moree - 68 Frome Street,28594989,Inverter,PVS-50-TL,132198-3P74-2619,64.98,50000,28594989,2020-02-18 8:00:00,L1F002,Generation Clipping,2022/11/08,2022/11/12,
Property NSW,Moree - 68 Frome Street,21988081,fimer,Proprietary,Moree - 68 Frome Street,28594989,Inverter,PVS-50-TL,132198-3P74-2619,64.98,50000,28594989,2020-02-18 8:00:00,L1F011,Non-Zero Tripping,2022/11/08,2022/11/12,
Lake Macquarie City Council,Morisset Pool,1014810a-6dbf-4672-808a-d620ea81df0e,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,15.84,NaN,b827ebd9212f,NaN,L1F004,Recurring Underperformance,2022/06/04,2022/06/17,
Newcastle City Council,Museum,0da66eac-0b5d-4e83-b383-18ee7364c641,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,99.75,NaN,0001c027d75c,NaN,L1F004,Recurring Underperformance,2023/03/01,2023/03/06,
Campbelltown Council,Namut ELC,7198f1b7-b861-4088-a8de-6be5f5803b8b,fronius,Proprietary,Namut ELC,3430d8e7-22c4-4e3e-90e7-ceaf6164b517,Inverter,Fronius Primo 5.0-1,32320762,5,5000,3430d8e7-22c4-4e3e-90e7-ceaf6164b517,2022-01-07 1:22:46,L1F002,Generation Clipping,2022/11/17,2022/11/26,
Property NSW,PNSW - 55 Maitland St Narrabri,7584708e-4c9f-495b-a932-6a0ac1abc896,fronius,Proprietary,PNSW - 55 Maitland St Narrabri,a2756ca0-743a-4132-b3e7-ad81001ed935,Inverter,FRONIUS Eco 25.0-3-S,31390713,27.6,25000,a2756ca0-743a-4132-b3e7-ad81001ed935,2021-08-11 0:00:00,L1F004,Recurring Underperformance,2022/11/17,2022/11/26,
Property NSW,PNSW - 29-33 Adams St Narrandera,fc353bbf-60c5-4afd-b37e-6f579398d9ca,fronius,Proprietary,PNSW - 29-33 Adams St Narrandera,3ccd83a9-eaaa-4878-8bed-ad440053abe5,Inverter,Fronius Symo 20.0-3-M,30202857,24.66,20000,3ccd83a9-eaaa-4878-8bed-ad440053abe5,2021-06-11 0:00:00,L1F003,Zero Generation,2023/02/21,2023/03/07,
Property NSW,PNSW - 29-33 Adams St Narrandera,fc353bbf-60c5-4afd-b37e-6f579398d9ca,fronius,Proprietary,PNSW - 29-33 Adams St Narrandera,8c3e85be-5512-4288-9d28-ad440053abdb,Inverter,FRONIUS Eco 27.0-3-S,32046492,33.3,27000,8c3e85be-5512-4288-9d28-ad440053abdb,2021-06-11 0:00:00,L1F011,Non-Zero Tripping,2023/03/18,2023/03/19,
Property NSW,PNSW - 29-33 Adams St Narrandera,fc353bbf-60c5-4afd-b37e-6f579398d9ca,fronius,Proprietary,PNSW - 29-33 Adams St Narrandera,8c3e85be-5512-4288-9d28-ad440053abdb,Inverter,FRONIUS Eco 27.0-3-S,32046492,33.3,27000,8c3e85be-5512-4288-9d28-ad440053abdb,2021-06-11 0:00:00,L1F002,Generation Clipping,2023/02/25,2023/03/04,
Property NSW,Newcastle - 117 Bull Street,19765356,fimer,Proprietary,Newcastle - 117 Bull Street,20463573,Inverter,PVS-100-TL-OUTD,120625-3P80-4418,95.88,100000,20463573,2019-07-31 0:00:00,L1F001,Generation Tripping,2022/11/21,2022/11/25,
Property NSW,Nowra - 5 O Keefe Avenue,22120881,fimer,Proprietary,Nowra - 5 O Keefe Avenue,23595170,Inverter,TRIO 20.0 TL OUTD,143923-3M44-0618,23.94,20000,23595170,2019-07-10 0:00:00,L1F004,Recurring Underperformance,2022/06/06,2022/06/14,
Property NSW,Nowra - 5 O Keefe Avenue,22120881,fimer,Proprietary,Nowra - 5 O Keefe Avenue,23595170,Inverter,TRIO 20.0 TL OUTD,143923-3M44-0618,23.94,20000,23595170,2019-07-10 0:00:00,L1F002,Generation Clipping,2022/11/17,2022/11/24,
Newcastle City Council,Number 1 Sportsground,ddff10b3-41c3-4b38-a207-47f22f0389df,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,10.2,NaN,b827ebc38fca,NaN,L1F004,Recurring Underperformance,2022/06/04,2022/06/17,
Property NSW,Orange - 181 Anson Street,23519239,fimer,Proprietary,Orange 181 Anson Street,23867518,Inverter,PVS-100-TL-OUTD,140533-3Q15-4019,84,100000,23867518,2020-06-17 7:00:00,L1F011,Non-Zero Tripping,2022/11/28,2022/12/05,
Property NSW,Orange - 181 Anson Street,23519239,fimer,Proprietary,Orange 181 Anson Street,23867518,Inverter,PVS-100-TL-OUTD,140533-3Q15-4019,84,100000,23867518,2020-06-17 7:00:00,L1F004,Recurring Underperformance,2022/07/19,2022/07/24,
Western NSW LHD,Parkes Hospital,b603605d-b9ff-4a8b-8646-fc9a7e37ed37,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,451.44,NaN,XJF7-350R-SO7X-2W8R,NaN,L1F002,Generation Clipping,2023/01/31,2023/02/08,
Lake Macquarie City Council,Performing Arts Centre,1b03c628-5d4c-4b86-a7d2-93f6d15b1a81,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,25.6,NaN,b827ebc859ec,NaN,L1F004,Recurring Underperformance,2022/06/08,2022/06/17,
Lake Macquarie City Council,Performing Arts Centre,1b03c628-5d4c-4b86-a7d2-93f6d15b1a81,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,25.6,NaN,b827ebc859ec,NaN,L1F011,Non-Zero Tripping,2022/12/02,2022/12/09,
Inner West Council,Petersham Admin Building,d0e84923-283d-4dde-a973-81331a214ac7,wattwatchers,Third-Party,Petersham Admin Building,DDA4108192793,Smart Meter,NaN,NaN,20,NaN,D36U-90M0-XIHL-0QFU,NaN,L1F004,Recurring Underperformance,2022/06/04,2022/06/16,
Inner West Council,Petersham Admin Building,d0e84923-283d-4dde-a973-81331a214ac7,wattwatchers,Third-Party,Petersham Admin Building,DDA4108192793,Smart Meter,NaN,NaN,20,NaN,D36U-90M0-XIHL-0QFU,NaN,L1F011,Non-Zero Tripping,2022/11/17,2022/11/21,
Mid North Coast LHD,Port Macquarie Hospital,b6246c83-852f-478f-89a2-93507baadee6,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,161.32,NaN,PI9B-UUPR-6M2H-O6YX,NaN,L1F002,Generation Clipping,2022/11/15,2022/11/24,
